codice_provincia,sigla_provincia,nome_provincia,grado,materia,anno,livello_1,livello_2,livello_3,livello_4,livello_5,perc_copertura_stu_x,punteggio_medio_wle,deviazione_standard_wle,perc_copertura_stu_y,minore_95,95_110,maggiore_110
9,SV,SAVONA,13,Italiano,2020-21,17.7585273416351,25.7715213860314,31.4022739577694,18.1375203031944,6.93015701136979,95.0102880658436,190.6,36.8969559333706,95.0102880658436,43.5,31.4,25.1
9,SV,SAVONA,8,Matematica,2020-21,19.9367088607595,22.9204339963834,26.9891500904159,17.8571428571429,12.251356238698,95.4682779456193,194.3,38.1462219160365,95.4682779456193,42.9,27.0,30.1
9,SV,SAVONA,13,Matematica,2020-21,22.9086932750137,24.7129579004921,23.0180426462548,16.074357572444,13.231273920175,94.0843621399177,193.7,34.9659793839049,94.0843621399177,47.6,23.0,29.3
9,SV,SAVONA,8,Inglese R,2020-21,3.61990950226244,19.4570135746606,76.9230769230769,0.0,0.0,95.3819594302978,204.1,38.3485591116352,95.3819594302978,23.1,76.9,0.0
9,SV,SAVONA,13,Inglese R,2020-21,11.7486338797814,38.3606557377049,49.8907103825137,0.0,0.0,94.1358024691358,197.8,39.8043237342405,94.1358024691358,50.1,49.9,0.0
9,SV,SAVONA,8,Inglese L,2020-21,2.67816613708579,37.6305038583749,59.1920108942351,0.0,0.0,95.0798446266724,201.9,36.8342680342718,95.0798446266724,40.3,59.2,0.0
9,SV,SAVONA,13,Inglese L,2020-21,21.631982475356,41.4567360350493,36.9112814895947,0.0,0.0,93.9300411522634,203.0,39.5578748114971,93.9300411522634,63.1,36.9,0.0
9,SV,SAVONA,8,Italiano,2021-22,14.3322475570033,25.6863657515123,30.5723592368544,19.9162401116799,9.49278734295021,95.4262877442274,195.4,36.6163129368608,95.4262877442274,40.0,30.6,29.4
9,SV,SAVONA,10,Italiano,2021-22,14.4977733795151,23.7506185056903,31.2716476991588,22.9094507669471,7.57050964868877,88.0226480836237,194.1,37.2435598449437,88.0226480836237,38.2,31.3,30.5
9,SV,SAVONA,13,Italiano,2021-22,17.7289769683985,23.9957150508838,30.0482056775576,19.9785752544189,8.2485270487413,95.8418891170431,192.4,39.1114173269616,95.8418891170431,41.7,30.0,28.2
9,SV,SAVONA,8,Matematica,2021-22,20.3088441740758,21.1979410388395,28.029948525971,17.0800187178287,13.383247543285,94.8934280639432,194.2,39.4729101791739,94.8934280639432,41.5,28.0,30.5
9,SV,SAVONA,10,Matematica,2021-22,16.7992047713718,30.5666003976143,25.9940357852883,15.4572564612326,11.182902584493,87.6306620209059,194.7,33.3950971335524,87.6306620209059,47.4,26.0,26.6
9,SV,SAVONA,13,Matematica,2021-22,21.3863514239656,21.4400859752821,24.2880171950564,15.260612573885,17.6249328318109,95.5338809034908,197.3,38.2923515637362,95.5338809034908,42.8,24.3,32.9
9,SV,SAVONA,8,Inglese R,2021-22,3.78327884166277,18.2157870154134,78.0009341429239,0.0,0.0,95.0710479573712,205.7,39.5865548370797,95.0710479573712,22.0,78.0,0.0
9,SV,SAVONA,13,Inglese R,2021-22,10.3559870550162,36.3538295577131,53.2901833872708,0.0,0.0,95.1745379876797,201.8,40.1327064939324,95.1745379876797,46.7,53.3,0.0
9,SV,SAVONA,8,Inglese L,2021-22,2.53402158610981,34.8662599718442,62.599718442046,0.0,0.0,94.6269982238011,205.4,37.3996964204954,94.6269982238011,37.4,62.6,0.0
9,SV,SAVONA,13,Inglese L,2021-22,20.1512695840086,39.6542409508374,40.194489465154,0.0,0.0,95.0205338809035,205.5,40.1733150152458,95.0205338809035,59.8,40.2,0.0
10,GE,GENOVA,8,Italiano,2017-18,9.82641509433962,21.4188679245283,30.188679245283,24.3320754716981,14.2037735849057,96.3356114584848,204.2,38.2042118304271,96.3356114584848,31.2,30.2,38.5
10,GE,GENOVA,10,Italiano,2017-18,10.7201309328969,21.7839607201309,31.4729950900164,25.1554828150573,10.7528641571195,92.17076482124,201.4,38.2738914250961,92.17076482124,32.5,31.5,35.9
10,GE,GENOVA,8,Matematica,2017-18,12.6285541439806,22.1264367816092,26.3309134906231,20.205686630369,18.6932849364791,96.1465755416606,204.4,37.9291405010555,96.1465755416606,34.8,26.3,38.9
10,GE,GENOVA,10,Matematica,2017-18,15.808701428097,23.1152441049485,22.16871471272,19.0468282962471,19.7276652274992,90.8432644441092,203.2,40.3454026370508,90.8432644441092,38.9,22.2,38.8
10,GE,GENOVA,8,Inglese R,2017-18,3.03306035790112,18.804974218987,78.1468001213224,0.0,0.0,95.884833502981,205.1,38.2263470167106,95.884833502981,21.8,78.1,0.0
10,GE,GENOVA,8,Inglese L,2017-18,2.60922330097087,37.0752427184466,60.1183252427184,0.0,0.0,95.8557510542388,203.5,37.5091531019202,95.8557510542388,39.7,60.1,0.0
10,GE,GENOVA,8,Italiano,2018-19,10.1142421934501,20.4569687738005,30.9215536938309,25.8187357197258,12.6732673267327,96.4448361980314,203.2,36.164452829233,96.4731814842028,30.6,30.9,38.5
10,GE,GENOVA,10,Italiano,2018-19,9.29008152173913,20.8559782608696,28.617527173913,25.2377717391304,15.6759510869565,92.0,204.9,40.312385880017,92.0,30.1,28.6,40.9
10,GE,GENOVA,13,Italiano,2018-19,9.6816976127321,19.3065555134521,29.2724516862448,26.6957180750284,15.0246305418719,96.4018264840183,205.3,39.20390654002,96.4546783625731,29.0,29.3,41.7
10,GE,GENOVA,8,Matematica,2018-19,13.1707317073171,19.984756097561,26.2957317073171,21.0365853658537,19.5121951219512,96.3713824004701,204.9,38.0722425734684,96.399706098457,33.2,26.3,40.5
10,GE,GENOVA,10,Matematica,2018-19,11.4290610006854,21.1960246744345,24.1432488005483,19.4996572995202,23.6634681288554,91.1875,208.2,39.3298162426314,91.1875,32.6,24.1,43.2
10,GE,GENOVA,13,Matematica,2018-19,13.414402432073,18.9815694470834,23.1426942808284,19.665589967699,24.7767433022991,96.1278538812785,208.1,37.4913425793572,96.1805555555556,32.4,23.1,44.4
10,GE,GENOVA,8,Inglese R,2018-19,2.36280487804878,15.8689024390244,81.7530487804878,0.0,0.0,96.413874191652,208.8,36.3908090414319,96.4422228756248,18.2,81.8,0.0
10,GE,GENOVA,13,Inglese R,2018-19,7.22776073619632,34.8159509202454,57.9562883435583,0.0,0.0,95.5311355311355,206.2,38.7102130007694,95.5836540223566,42.0,58.0,0.0
10,GE,GENOVA,8,Inglese L,2018-19,1.02290076335878,32.7328244274809,66.1832061068702,0.0,0.0,96.2669018224574,207.3,33.256392303448,96.295207291973,33.8,66.2,0.0
10,GE,GENOVA,13,Inglese L,2018-19,18.3233993462796,41.6266102672563,40.0499903864641,0.0,0.0,95.2564102564102,206.2,39.0039796546557,95.3087777166942,60.0,40.0,0.0
10,GE,GENOVA,8,Italiano,2020-21,12.743581812558,23.0281472316734,29.9566965666564,22.9198886483143,11.3362202288896,95.5943228858664,199.2,36.6252835308066,95.5943228858664,35.8,30.0,34.3
10,GE,GENOVA,13,Italiano,2020-21,18.4268833087149,25.0184638109306,28.3050221565731,20.1440177252585,8.08714918759232,94.8511383537653,191.5,39.6220294266915,94.8511383537653,43.4,28.3,28.2
10,GE,GENOVA,8,Matematica,2020-21,18.4043377226956,21.9829589465531,25.0503485670023,18.2649109217661,16.2509682416731,95.4316972205795,197.9,40.6845430461909,95.4316972205795,40.4,25.1,34.5
10,GE,GENOVA,13,Matematica,2020-21,24.2115027829314,22.8942486085343,21.4471243042672,15.0278293135436,16.4007421150278,94.3957968476357,195.0,38.2789067243033,94.3957968476357,47.1,21.4,31.4
10,GE,GENOVA,8,Inglese R,2020-21,3.70140932321512,16.4472665324454,79.8203500077435,0.0,0.0,95.461265523359,207.8,38.9158749435563,95.461265523359,20.1,79.8,0.0
10,GE,GENOVA,13,Inglese R,2020-21,10.4888555909346,34.8754448398576,54.6356995692077,0.0,0.0,93.8972915933873,202.3,40.1116666674647,93.8972915933873,45.4,54.6,0.0
10,GE,GENOVA,8,Inglese L,2020-21,2.3248605083695,32.8890266584005,64.6621202727836,0.0,0.0,95.3873447664104,207.4,37.4884657824159,95.3873447664104,35.2,64.7,0.0
10,GE,GENOVA,13,Inglese L,2020-21,18.8018085908063,38.9788997739262,42.2192916352675,0.0,0.0,93.6981465136805,208.0,39.7635216141113,93.6981465136805,57.8,42.2,0.0
10,GE,GENOVA,8,Italiano,2021-22,13.2551580822324,24.2986492504082,30.1024194745436,21.3893424372866,10.9544307555292,95.0077563108165,197.8,37.00835970103,95.0077563108165,37.6,30.1,32.3
10,GE,GENOVA,10,Italiano,2021-22,16.6866130962558,22.311506240383,30.1931954180202,22.9098991280561,7.89878611728501,89.6123793473265,193.6,39.8782400216203,89.6123793473265,39.0,30.2,30.8
10,GE,GENOVA,13,Italiano,2021-22,19.104134762634,22.990045941807,28.885911179173,20.4823889739663,8.5375191424196,93.8218390804598,191.5,40.7420556258245,93.8218390804598,42.1,28.9,29.0
10,GE,GENOVA,8,Matematica,2021-22,19.4944237918216,22.1263940520446,25.8289962825279,17.3828996282528,15.1672862453532,94.8385277111832,196.1,40.1419637456208,94.8385277111832,41.6,25.8,32.6
10,GE,GENOVA,10,Matematica,2021-22,18.2551949167096,27.803537695346,24.4547484114717,15.9539756139447,13.5325433625279,88.955087076077,196.0,35.8176271896411,88.955087076077,46.1,24.5,29.5
10,GE,GENOVA,13,Matematica,2021-22,21.4299442629252,21.5260426676917,22.1987315010571,16.6634633865078,18.1818181818182,93.444683908046,197.9,38.52317349024,93.444683908046,43.0,22.2,34.8
10,GE,GENOVA,8,Inglese R,2021-22,3.37615775321183,17.1198087839857,79.5040334628025,0.0,0.0,94.4013538287971,208.6,39.2721358953028,94.4013538287971,20.5,79.5,0.0
10,GE,GENOVA,13,Inglese R,2021-22,9.32269365511872,34.2545737641105,56.4227325807707,0.0,0.0,93.1978958824596,204.4,40.1429054915512,93.1978958824596,43.6,56.4,0.0
10,GE,GENOVA,8,Inglese L,2021-22,2.09298848856331,31.2453281506952,66.6616833607415,0.0,0.0,94.3308419122832,209.7,37.9259065986071,94.3308419122832,33.3,66.7,0.0
10,GE,GENOVA,13,Inglese L,2021-22,15.9727626459144,37.5097276264591,46.5175097276265,0.0,0.0,93.2341737710865,211.6,39.8286636652679,93.2341737710865,53.5,46.5,0.0
11,SP,LA SPEZIA,8,Italiano,2017-18,12.1553179516038,19.6398424310636,32.0202588632527,21.8345526167698,14.3500281373101,97.6910390324354,202.1,40.0449795916931,97.6910390324354,31.8,32.0,36.2
11,SP,LA SPEZIA,10,Italiano,2017-18,12.1638924455826,20.8706786171575,30.8578745198464,25.4801536491677,10.4353393085787,90.7611853573504,200.5,39.0087611947154,90.7611853573504,33.0,30.9,35.9
11,SP,LA SPEZIA,8,Matematica,2017-18,16.112676056338,21.9154929577465,26.9859154929577,18.0281690140845,16.9577464788732,97.5810885101704,200.9,38.8121924835379,97.5810885101704,38.0,27.0,35.0
11,SP,LA SPEZIA,10,Matematica,2017-18,18.2112767336358,21.9701879455606,22.2942320155541,19.701879455606,17.49837977965,89.65717606043,200.1,39.3276683691453,89.65717606043,40.2,22.3,37.2
11,SP,LA SPEZIA,8,Inglese R,2017-18,5.39629005059022,18.1562675660483,76.4474423833614,0.0,0.0,97.8009895547004,201.6,39.2922978304891,97.8009895547004,23.6,76.4,0.0
11,SP,LA SPEZIA,8,Inglese L,2017-18,4.11267605633803,38.1971830985915,57.5774647887324,0.0,0.0,97.5810885101704,199.2,38.6464867176115,97.5810885101704,42.3,57.6,0.0
11,SP,LA SPEZIA,8,Italiano,2018-19,11.0662824207493,22.4207492795389,29.6253602305475,25.9942363112392,10.835734870317,98.4117980714691,201.0,36.9167721167597,98.5235661555934,33.5,29.6,36.8
11,SP,LA SPEZIA,10,Italiano,2018-19,10.9763880025526,22.7185705169113,30.1212507977026,24.505424377792,11.6783663050415,90.5780346820809,200.3,38.147203211812,90.5780346820809,33.7,30.1,36.2
11,SP,LA SPEZIA,13,Italiano,2018-19,13.2179930795848,20.3460207612457,27.8892733564014,24.2906574394464,14.1868512110727,97.8334461746784,200.4,42.8164003279702,97.8334461746784,33.6,27.9,38.5
11,SP,LA SPEZIA,8,Matematica,2018-19,16.7820069204152,19.3771626297578,27.9700115340254,19.2618223760092,16.5513264129181,98.3550765740216,200.0,38.3753162386866,98.4667802385008,36.2,28.0,35.8
11,SP,LA SPEZIA,10,Matematica,2018-19,14.1214057507987,24.7923322683706,24.6006389776358,19.0415335463259,17.2523961661342,90.4624277456647,201.6,37.5846426823431,90.4624277456647,38.9,24.6,36.3
11,SP,LA SPEZIA,13,Matematica,2018-19,16.7710508002784,19.7633959638135,21.294363256785,17.3277661795407,24.7042449547669,97.291807718348,204.5,40.3532078108222,97.291807718348,36.5,21.3,42.0
11,SP,LA SPEZIA,8,Inglese R,2018-19,3.51382488479263,17.1082949308756,79.3202764976959,0.0,0.0,98.4685195689166,204.8,36.1614520224573,98.580352072686,20.6,79.3,0.0
11,SP,LA SPEZIA,13,Inglese R,2018-19,10.1766784452297,36.3250883392226,53.4982332155477,0.0,0.0,95.8023019634394,201.2,40.2975938607465,95.8023019634394,46.5,53.5,0.0
11,SP,LA SPEZIA,8,Inglese L,2018-19,2.42074927953891,35.6195965417867,61.9020172910663,0.0,0.0,98.4117980714691,202.3,33.5984747236833,98.5235661555934,38.0,61.9,0.0
11,SP,LA SPEZIA,13,Inglese L,2018-19,24.5936395759717,39.7879858657244,35.6183745583039,0.0,0.0,95.8023019634394,201.4,40.6451576318243,95.8023019634394,64.4,35.6,0.0
11,SP,LA SPEZIA,8,Italiano,2020-21,13.0187606594656,26.8334280841387,29.619101762365,20.636725412166,9.72143263217737,96.8079251513484,196.3,35.9916746701162,96.8079251513484,39.9,29.6,30.4
11,SP,LA SPEZIA,13,Italiano,2020-21,20.8121827411168,23.7853517041334,27.2661348803481,19.1443074691806,8.91950688905004,90.9030982201714,189.6,40.717270951287,90.9030982201714,44.6,27.3,28.1
11,SP,LA SPEZIA,8,Matematica,2020-21,21.25,25.6818181818182,24.8863636363636,17.1590909090909,11.0227272727273,96.862960924601,191.9,38.02735896687,96.862960924601,46.9,24.9,28.2
11,SP,LA SPEZIA,13,Matematica,2020-21,26.3670411985019,22.0224719101124,21.4232209737828,15.8801498127341,14.3071161048689,88.0026367831246,192.1,38.5531123423807,88.0026367831246,48.4,21.4,30.2
11,SP,LA SPEZIA,8,Inglese R,2020-21,3.74361883153715,19.5689166193988,76.6874645490641,0.0,0.0,97.0280682443588,204.9,39.3686268830081,97.0280682443588,23.3,76.7,0.0
11,SP,LA SPEZIA,13,Inglese R,2020-21,11.7302052785924,32.8445747800587,55.425219941349,0.0,0.0,89.3254747871644,202.9,41.050456433404,89.3254747871644,44.6,55.4,0.0
11,SP,LA SPEZIA,8,Inglese L,2020-21,3.29171396140749,35.3007945516459,61.0669693530079,0.0,0.0,96.9730324711062,203.4,38.4055028124739,96.9730324711062,38.6,61.1,0.0
11,SP,LA SPEZIA,13,Inglese L,2020-21,20.6769683590876,39.2200147167035,40.103016924209,0.0,0.0,88.9980353634578,205.0,40.4597202450727,88.9980353634578,59.9,40.1,0.0
11,SP,LA SPEZIA,8,Italiano,2021-22,13.4806629834254,24.8618784530387,30.6077348066298,21.1049723756906,9.94475138121547,97.2595378828587,196.9,36.3972158854626,97.2595378828587,38.3,30.6,31.0
11,SP,LA SPEZIA,10,Italiano,2021-22,18.7855787476281,22.2643896268185,29.0322580645161,22.2011385199241,7.71663504111322,87.1074380165289,192.1,40.2450635545969,87.1074380165289,41.0,29.0,29.9
11,SP,LA SPEZIA,13,Italiano,2021-22,18.8284518828452,24.5467224546722,30.2649930264993,19.1771269177127,7.18270571827057,95.3457446808511,189.7,39.4422568473126,95.3457446808511,43.4,30.3,26.4
11,SP,LA SPEZIA,8,Matematica,2021-22,21.1549139367018,23.7090505274847,25.541365907829,16.8795113825652,12.7151582454192,96.7759269210102,192.8,38.9435867522781,96.7759269210102,44.9,25.5,29.6
11,SP,LA SPEZIA,10,Matematica,2021-22,18.7932118164676,28.1583909490886,25.267127592709,16.4676304211188,11.313639220616,87.6584022038567,194.3,34.525462641908,87.6584022038567,47.0,25.3,27.8
11,SP,LA SPEZIA,13,Matematica,2021-22,25.6302521008403,23.249299719888,21.5686274509804,14.6358543417367,14.9159663865546,94.9468085106383,193.1,38.457834920122,94.9468085106383,48.9,21.6,29.6
11,SP,LA SPEZIA,8,Inglese R,2021-22,4.05780989438577,17.342968315731,78.5992217898833,0.0,0.0,96.6684578183772,207.1,39.9209503606977,96.6684578183772,21.4,78.6,0.0
11,SP,LA SPEZIA,13,Inglese R,2021-22,11.5870786516854,32.8651685393258,55.5477528089888,0.0,0.0,94.6808510638298,202.8,40.5655102376599,94.6808510638298,44.5,55.5,0.0
11,SP,LA SPEZIA,8,Inglese L,2021-22,2.67558528428094,32.5529542920847,64.7714604236343,0.0,0.0,96.3997850617947,207.3,38.5047509632811,96.3997850617947,35.2,64.8,0.0
11,SP,LA SPEZIA,13,Inglese L,2021-22,16.9479606188467,40.014064697609,43.0379746835443,0.0,0.0,94.5478723404255,208.4,39.2837501720034,94.5478723404255,57.0,43.0,0.0
12,VA,VARESE,8,Italiano,2017-18,8.03341112885395,17.9093477459772,31.1632477582607,26.1761454366785,16.7055644269746,95.8215630885122,208.6,37.4553780992591,95.8215630885122,25.9,31.2,42.9
12,VA,VARESE,10,Italiano,2017-18,7.11922720656345,17.7848352520842,32.3938070662961,29.5884610295091,13.0739711525738,94.1213102503425,208.4,36.8272537753556,94.1213102503425,24.9,32.4,42.7
12,VA,VARESE,8,Matematica,2017-18,9.41957697983276,19.5646827348746,27.3487456960157,21.9995081160846,21.6551893753074,95.7156308851224,209.6,38.0667606293028,95.7156308851224,29.0,27.3,43.7
12,VA,VARESE,10,Matematica,2017-18,10.0637280934679,19.4636218799788,24.243228890069,23.2076473712161,22.9952203929899,93.8099389712293,210.3,39.020127803994,93.8099389712293,29.5,24.2,46.2
12,VA,VARESE,8,Inglese R,2017-18,2.1549070311538,14.4809752493535,83.3641177194927,0.0,0.0,95.5861581920904,210.7,36.8651418285067,95.5861581920904,16.6,83.4,0.0
12,VA,VARESE,8,Inglese L,2017-18,1.81660899653979,30.8823529411765,67.1280276816609,0.0,0.0,95.2448210922787,209.8,37.669327381706,95.2448210922787,32.7,67.1,0.0
12,VA,VARESE,8,Italiano,2018-19,8.00943747671675,19.1357258164659,31.4913696758972,28.0764932323358,13.2745560660623,96.0290961125686,205.9,35.0335576848014,96.1437440305635,27.1,31.5,41.4
12,VA,VARESE,10,Italiano,2018-19,7.73825325192461,19.219538093974,28.8160339792939,27.8869126625962,16.2463498805415,94.4465337846308,208.2,38.376530131267,94.5057701956849,27.0,28.8,44.1
12,VA,VARESE,13,Italiano,2018-19,6.66087460179554,16.3046626122213,29.814653924124,28.5259194902983,18.5056472632493,97.8741496598639,211.5,39.3479051046017,97.8880226789511,23.0,29.8,47.0
12,VA,VARESE,8,Matematica,2018-19,9.57235206364992,19.9900546991547,27.2874191944306,22.1158627548483,21.0218796618598,95.9217743858812,208.2,36.9397985824951,96.03629417383,29.6,27.3,43.1
12,VA,VARESE,10,Matematica,2018-19,8.00799467021985,19.3737508327781,26.1558960692871,21.4123917388408,24.9300466355763,94.0829885922026,212.1,38.3018968486216,94.1419969894631,27.4,26.2,46.3
12,VA,VARESE,13,Matematica,2018-19,10.0881630293395,16.8232403526521,22.1852868911692,20.0607024136436,30.6113600231247,98.0583900226757,214.1,38.9399977325623,98.0722891566265,26.9,22.2,50.7
12,VA,VARESE,8,Inglese R,2018-19,1.26755312538834,12.5761153224804,86.1439045607058,0.0,0.0,95.957548294777,212.4,33.3411029867795,96.0721107927412,13.8,86.1,0.0
12,VA,VARESE,13,Inglese R,2018-19,4.2728852838934,28.6500579374276,67.077056778679,0.0,0.0,97.6382407014567,214.1,36.6704391636348,97.6520509193777,32.9,67.1,0.0
12,VA,VARESE,8,Inglese L,2018-19,0.573065902578797,26.099414476143,73.2901457580665,0.0,0.0,95.7190555688052,212.6,31.730354589371,95.8333333333333,26.7,73.3,0.0
12,VA,VARESE,13,Inglese L,2018-19,13.0018843310625,37.3677344542687,49.6303812146688,0.0,0.0,97.5675293452128,214.5,38.5524789138164,97.5813295615276,50.4,49.6,0.0
12,VA,VARESE,8,Italiano,2020-21,10.46818727491,22.8931572629052,30.1800720288115,24.4777911164466,11.968787515006,95.2980208214163,201.9,35.9114170085774,95.2980208214163,33.4,30.2,36.4
12,VA,VARESE,13,Italiano,2020-21,12.9228371005456,23.2424006235386,30.958690568979,23.522992985191,9.33749025720966,96.1192688043153,197.7,37.3028738725724,96.1192688043153,36.2,31.0,32.9
12,VA,VARESE,8,Matematica,2020-21,14.7395018649982,22.4401395740585,27.0244254602334,19.2515942726507,16.5202743352184,95.0806543873699,200.7,38.3105467785248,95.0806543873699,37.2,27.0,35.8
12,VA,VARESE,13,Matematica,2020-21,16.210295728368,21.4363949303708,24.2215615709592,17.9314661242372,20.2002816460648,95.7596643691939,202.5,36.7374048695485,95.7596643691939,37.6,24.2,38.1
12,VA,VARESE,8,Inglese R,2020-21,1.9990366088632,15.3299614643545,82.6228323699422,0.0,0.0,95.0005720169317,211.0,36.6969126612599,95.0005720169317,17.3,82.6,0.0
12,VA,VARESE,13,Inglese R,2020-21,6.83453237410072,32.9214888958399,60.2439787300594,0.0,0.0,95.8046149235841,207.8,38.2844014013771,95.8046149235841,39.8,60.2,0.0
12,VA,VARESE,8,Inglese L,2020-21,1.60395561987458,29.9565846599132,68.3309213699952,0.0,0.0,94.8632879533234,210.7,35.9313468033425,94.8632879533234,31.6,68.3,0.0
12,VA,VARESE,13,Inglese L,2020-21,14.468085106383,36.7060677698976,48.8258471237195,0.0,0.0,95.4709599759254,213.8,39.540763314469,95.4709599759254,51.2,48.8,0.0
12,VA,VARESE,8,Italiano,2021-22,10.0352755139277,20.6665855735312,30.7261890280988,25.1550906215789,13.4168592628634,94.4399770246985,203.8,36.0082059464275,94.4399770246985,30.7,30.7,38.6
12,VA,VARESE,10,Italiano,2021-22,10.5658884052236,19.3510091017016,31.2887481862551,28.3999472365123,10.3944070703073,92.5076266015863,202.3,37.3805419191401,92.5076266015863,29.9,31.3,38.8
12,VA,VARESE,13,Italiano,2021-22,13.5380116959064,22.2368421052632,31.6959064327485,22.7485380116959,9.78070175438596,97.380410022779,197.5,38.4026346241745,97.380410022779,35.8,31.7,32.5
12,VA,VARESE,8,Matematica,2021-22,13.179992698065,21.1147620786175,26.4086649628818,21.2242911038092,18.0722891566265,94.3940264215968,203.6,39.1466142948308,94.3940264215968,34.3,26.4,39.3
12,VA,VARESE,10,Matematica,2021-22,12.0561738208797,24.3508214096449,26.0731319554849,19.5151033386327,18.0047694753577,92.1049420378279,203.9,36.0099361192059,92.1049420378279,36.4,26.1,37.5
12,VA,VARESE,13,Matematica,2021-22,15.0402340892465,21.4484272128749,24.491587417703,17.1470373079737,21.8727139722019,97.3092255125285,203.9,37.2305840975763,97.3092255125285,36.5,24.5,39.0
12,VA,VARESE,8,Inglese R,2021-22,1.67944505293903,12.3037604965316,86.0167944505294,0.0,0.0,94.3940264215968,215.7,36.3829866754921,94.3940264215968,14.0,86.0,0.0
12,VA,VARESE,13,Inglese R,2021-22,5.61764705882353,30.9558823529412,63.4264705882353,0.0,0.0,96.8109339407745,211.2,37.9089410594071,96.8109339407745,36.6,63.4,0.0
12,VA,VARESE,8,Inglese L,2021-22,1.53508771929825,24.208089668616,74.2568226120858,0.0,0.0,94.290637564618,216.9,36.6538875949759,94.290637564618,25.7,74.3,0.0
12,VA,VARESE,13,Inglese L,2021-22,11.753456899088,36.510738452486,51.735804648426,0.0,0.0,96.7824601366743,217.0,38.5813331993628,96.7824601366743,48.3,51.7,0.0
13,CO,COMO,8,Italiano,2017-18,6.56202723146747,17.4546142208775,31.3729198184569,26.6263237518911,17.9841149773071,94.9030868628859,210.8,37.4525564104841,94.9030868628859,24.0,31.4,44.6
13,CO,COMO,10,Italiano,2017-18,4.23076923076923,16.4835164835165,33.021978021978,32.4175824175824,13.8461538461538,95.1633986928104,212.3,34.3019293244349,95.1633986928104,20.7,33.0,46.3
13,CO,COMO,8,Matematica,2017-18,8.84637241901875,18.5451790111764,25.5351392309149,23.4703542337564,23.6029551051335,94.7415649676956,211.9,38.5388167652642,94.7415649676956,27.4,25.5,47.1
13,CO,COMO,10,Matematica,2017-18,7.53880266075388,20.1773835920177,23.3924611973392,22.8658536585366,25.970066518847,94.3267973856209,212.8,37.5567882480092,94.3267973856209,27.7,23.4,48.8
13,CO,COMO,8,Inglese R,2017-18,1.51343170639425,11.6912599318956,86.7953083617102,0.0,0.0,94.8671931083991,214.2,35.810356691117,94.8671931083991,13.2,86.8,0.0
13,CO,COMO,8,Inglese L,2017-18,1.36467020470053,28.9613343442002,69.4844579226687,0.0,0.0,94.6877243359655,212.2,37.1072765873571,94.6877243359655,30.3,69.5,0.0
13,CO,COMO,8,Italiano,2018-19,7.14417915972608,18.2676290949473,30.8347214510457,28.2805848602628,15.435868961688,94.8726953467954,208.4,35.060086651754,94.9226985242446,25.4,30.8,43.7
13,CO,COMO,10,Italiano,2018-19,3.99470899470899,14.6296296296296,29.4708994708995,32.8306878306878,19.047619047619,95.9147424511545,215.5,35.6283180001161,96.085409252669,18.6,29.5,51.9
13,CO,COMO,13,Italiano,2018-19,4.67128027681661,13.0334486735871,26.7301038062284,32.8143021914648,22.722029988466,97.7727657175078,218.6,37.2670374196332,97.9384354702062,17.7,26.7,55.5
13,CO,COMO,8,Matematica,2018-19,8.85841363973314,19.2920681986657,27.2053372868792,22.1460340993328,22.4981467753892,94.7497805092186,209.8,36.8449545087538,94.7997189037245,28.2,27.2,44.6
13,CO,COMO,10,Matematica,2018-19,6.04527296937417,14.4873501997337,25.0332889480692,26.2583222370173,28.1491344873502,95.2803856889114,217.0,35.7290047399183,95.4499237417387,20.5,25.0,54.4
13,CO,COMO,13,Matematica,2018-19,7.40312319259688,13.9097744360902,22.2672064777328,22.0936957779063,34.3262001156738,97.4908373273189,218.7,36.8508744192081,97.6560293702344,21.3,22.3,56.4
13,CO,COMO,8,Inglese R,2018-19,1.11172873818788,11.0617009449694,87.8265703168427,0.0,0.0,94.7673397717296,214.8,33.2748464372651,94.8172874209417,12.2,87.8,0.0
13,CO,COMO,13,Inglese R,2018-19,2.47624532104809,22.5741433918802,74.9496112870717,0.0,0.0,97.9137299126022,220.3,34.1234765708656,98.079638520192,25.1,74.9,0.0
13,CO,COMO,8,Inglese L,2018-19,0.520059435364042,22.5668647845468,76.8945022288262,0.0,0.0,94.5390693590869,215.5,31.4788771638573,94.5888966971188,23.1,76.9,0.0
13,CO,COMO,13,Inglese L,2018-19,8.04730314392847,36.1407556965676,55.8119411595039,0.0,0.0,97.7445728784889,221.1,35.3830596771016,97.910194860209,44.2,55.8,0.0
13,CO,COMO,8,Italiano,2020-21,8.65948194365665,20.3252032520325,31.5371525808281,25.6192096804689,13.840045377198,94.0433854907539,205.4,35.1895064426405,94.0433854907539,29.0,31.5,39.5
13,CO,COMO,13,Italiano,2020-21,12.3595505617978,23.2998225901833,29.7161442933176,24.541691306919,10.0827912477824,95.509743010449,198.8,38.1662225891068,95.509743010449,35.7,29.7,34.6
13,CO,COMO,8,Matematica,2020-21,12.3887099829513,20.2121613942034,26.4444023489297,21.6518279977268,19.3028982761887,93.8655761024182,205.4,38.1956916183195,93.8655761024182,32.6,26.4,41.0
13,CO,COMO,13,Matematica,2020-21,15.4962962962963,20.6518518518519,24.2666666666667,18.637037037037,20.9481481481481,95.3120587404688,203.8,36.5297838291515,95.3120587404688,36.1,24.3,39.6
